   7.8770538e-01   1.4101916e-02  -4.1920372e-03  -6.1587639e-01
   7.8769341e-01   1.3889759e-02  -4.1994813e-03  -6.1589652e-01
   7.8790355e-01   1.4007170e-02  -4.0614070e-03  -6.1562599e-01
   7.8790355e-01   1.4007170e-02  -4.0614070e-03  -6.1562599e-01
   7.8781537e-01   1.4021719e-02  -4.2200844e-03  -6.1573747e-01
   7.8790457e-01   1.4129240e-02  -4.0184900e-03  -6.1562212e-01
   7.8787526e-01   1.4021853e-02  -3.8362777e-03  -6.1566331e-01
   7.8786725e-01   1.4009137e-02  -3.8505055e-03  -6.1567373e-01
   7.8777093e-01   1.3947518e-02  -3.8743259e-03  -6.1579814e-01
   7.8782955e-01   1.3816895e-02  -3.9274286e-03  -6.1572576e-01
   7.8782210e-01   1.3821148e-02  -3.8935668e-03  -6.1573543e-01
   7.8797434e-01   1.3665835e-02  -3.7340922e-03  -6.1554505e-01
   7.8788115e-01   1.3634682e-02  -3.8260382e-03  -6.1566450e-01
   7.8776185e-01   1.3712222e-02  -3.9015425e-03  -6.1581495e-01
   7.8781234e-01   1.3814819e-02  -4.1802530e-03  -6.1574624e-01
   7.8784164e-01   1.3972476e-02  -4.0245922e-03  -6.1570625e-01
   7.8792831e-01   1.3936024e-02  -4.0612103e-03  -6.1559588e-01
   7.8790944e-01   1.3768263e-02  -4.0910306e-03  -6.1562363e-01
   7.8791718e-01   1.3751850e-02  -4.0848759e-03  -6.1561416e-01
   7.8774149e-01   1.3716873e-02  -4.1083828e-03  -6.1583950e-01
   7.8778548e-01   1.3923742e-02  -4.0103506e-03  -6.1577919e-01
   7.8764402e-01   1.3935565e-02  -4.1192709e-03  -6.1595915e-01
   7.8765654e-01   1.3893449e-02  -4.1466799e-03  -6.1594389e-01
   7.8765648e-01   1.3961752e-02  -4.2849378e-03  -6.1594152e-01
   7.8756501e-01   1.3956036e-02  -4.3821566e-03  -6.1605797e-01
   7.8753202e-01   1.3924672e-02  -4.3690306e-03  -6.1610094e-01
   7.8734152e-01   1.3900938e-02  -4.2796933e-03  -6.1634551e-01
   7.8734769e-01   1.4027875e-02  -4.1828546e-03  -6.1633536e-01
   7.8739693e-01   1.4225574e-02  -4.0927788e-03  -6.1626850e-01
   7.8732180e-01   1.4339927e-02  -4.2250202e-03  -6.1636104e-01
   7.8740893e-01   1.4168076e-02  -4.4592580e-03  -6.1625204e-01
   7.8740893e-01   1.4168076e-02  -4.4592580e-03  -6.1625204e-01
   7.8735192e-01   1.4292937e-02  -4.4719837e-03  -6.1632196e-01
   7.8738217e-01   1.4248739e-02  -4.6036511e-03  -6.1628337e-01
   7.8741469e-01   1.4324102e-02  -4.6849395e-03  -6.1623940e-01
   7.8739142e-01   1.4122322e-02  -4.8141463e-03  -6.1627275e-01
   7.8733510e-01   1.4190473e-02  -4.8531390e-03  -6.1634288e-01
   7.8722269e-01   1.4189220e-02  -4.8650643e-03  -6.1648632e-01
   7.8725096e-01   1.4345569e-02  -4.7349375e-03  -6.1644757e-01
   7.8727938e-01   1.4270349e-02  -4.6816528e-03  -6.1641347e-01
   7.8723931e-01   1.4262937e-02  -4.7779183e-03  -6.1646420e-01
   7.8724016e-01   1.4259489e-02  -4.7675300e-03  -6.1646324e-01
   7.8720130e-01   1.4356660e-02  -4.8820578e-03  -6.1650970e-01
   7.8722560e-01   1.4493324e-02  -4.7662892e-03  -6.1647635e-01
   7.8719701e-01   1.4477629e-02  -4.7850872e-03  -6.1651309e-01
   7.8693711e-01   1.4447295e-02  -4.8122593e-03  -6.1684527e-01
   7.8699718e-01   1.4391220e-02  -4.7664659e-03  -6.1677035e-01
   7.8699718e-01   1.4391220e-02  -4.7664659e-03  -6.1677035e-01
   7.8690269e-01   1.4353712e-02  -4.7185825e-03  -6.1689210e-01
   7.8696228e-01   1.4306700e-02  -4.6677580e-03  -6.1681761e-01
   7.8695060e-01   1.4342126e-02  -4.8670047e-03  -6.1683007e-01
   7.8696124e-01   1.4338764e-02  -4.8516218e-03  -6.1681669e-01
   7.8699727e-01   1.4208313e-02  -5.0860813e-03  -6.1677182e-01
   7.8693005e-01   1.4390983e-02  -4.9391236e-03  -6.1685467e-01
   7.8699616e-01   1.4479729e-02  -4.9568368e-03  -6.1676814e-01
   7.8699053e-01   1.4485659e-02  -4.9647276e-03  -6.1677508e-01
   7.8707680e-01   1.4500204e-02  -4.9284823e-03  -6.1666486e-01
   7.8701783e-01   1.4558755e-02  -4.7636816e-03  -6.1674006e-01
   7.8701710e-01   1.4547185e-02  -4.8579113e-03  -6.1674055e-01
   7.8702140e-01   1.4521216e-02  -4.8762510e-03  -6.1673552e-01
